,sale_day_x,departure_date,origin_station_name,destination_station_name,prediction_until_departure,real_sum_until_departure
556,-90,2020-10-16,cgm,bb,8,4.0
557,-60,2020-10-16,cgm,bb,8,4.0
558,-30,2020-10-16,cgm,bb,8,4.0
559,-20,2020-10-16,cgm,bb,7,4.0
560,-15,2020-10-16,cgm,bb,7,4.0
561,-10,2020-10-16,cgm,bb,7,3.0
562,-7,2020-10-16,cgm,bb,7,3.0
563,-6,2020-10-16,cgm,bb,7,2.0
564,-5,2020-10-16,cgm,bb,7,2.0
565,-3,2020-10-16,cgm,bb,6,2.0
566,-2,2020-10-16,cgm,bb,5,1.0
567,-1,2020-10-16,cgm,bb,5,0.0
568,-90,2020-10-16,cgm,bb,14,9.0
569,-60,2020-10-16,cgm,bb,14,9.0
570,-30,2020-10-16,cgm,bb,13,9.0
571,-20,2020-10-16,cgm,bb,12,9.0
572,-15,2020-10-16,cgm,bb,12,9.0
573,-10,2020-10-16,cgm,bb,11,9.0
574,-7,2020-10-16,cgm,bb,11,8.0
575,-6,2020-10-16,cgm,bb,10,8.0
576,-5,2020-10-16,cgm,bb,10,8.0
577,-3,2020-10-16,cgm,bb,8,8.0
578,-2,2020-10-16,cgm,bb,7,7.0
579,-1,2020-10-16,cgm,bb,5,5.0
580,-90,2020-10-16,cgm,bb,3,4.0
581,-60,2020-10-16,cgm,bb,3,4.0
582,-30,2020-10-16,cgm,bb,3,4.0
583,-20,2020-10-16,cgm,bb,3,4.0
584,-15,2020-10-16,cgm,bb,3,4.0
585,-10,2020-10-16,cgm,bb,3,4.0
586,-7,2020-10-16,cgm,bb,2,4.0
587,-6,2020-10-16,cgm,bb,2,4.0
588,-5,2020-10-16,cgm,bb,2,3.0
589,-3,2020-10-16,cgm,bb,2,2.0
590,-2,2020-10-16,cgm,bb,1,2.0
591,-1,2020-10-16,cgm,bb,1,2.0
592,-90,2020-10-17,cgm,bb,11,2.0
593,-60,2020-10-17,cgm,bb,11,2.0
594,-30,2020-10-17,cgm,bb,10,2.0
595,-20,2020-10-17,cgm,bb,10,1.0
596,-15,2020-10-17,cgm,bb,9,1.0
597,-10,2020-10-17,cgm,bb,9,1.0
598,-7,2020-10-17,cgm,bb,8,1.0
599,-6,2020-10-17,cgm,bb,8,1.0
600,-5,2020-10-17,cgm,bb,8,1.0
601,-3,2020-10-17,cgm,bb,8,1.0
602,-2,2020-10-17,cgm,bb,7,1.0
603,-1,2020-10-17,cgm,bb,5,1.0
604,-90,2020-10-17,cgm,bb,10,13.0
605,-60,2020-10-17,cgm,bb,10,13.0
606,-30,2020-10-17,cgm,bb,10,13.0
607,-20,2020-10-17,cgm,bb,10,13.0
608,-15,2020-10-17,cgm,bb,9,13.0
609,-10,2020-10-17,cgm,bb,9,13.0
610,-7,2020-10-17,cgm,bb,8,11.0
611,-6,2020-10-17,cgm,bb,8,11.0
612,-5,2020-10-17,cgm,bb,8,11.0
613,-3,2020-10-17,cgm,bb,8,11.0
614,-2,2020-10-17,cgm,bb,7,10.0
615,-1,2020-10-17,cgm,bb,5,7.0
616,-90,2020-10-17,cgm,bb,4,3.0
617,-60,2020-10-17,cgm,bb,4,3.0
618,-30,2020-10-17,cgm,bb,4,3.0
619,-20,2020-10-17,cgm,bb,4,3.0
620,-15,2020-10-17,cgm,bb,4,3.0
621,-10,2020-10-17,cgm,bb,4,3.0
622,-7,2020-10-17,cgm,bb,4,3.0
623,-6,2020-10-17,cgm,bb,4,3.0
624,-5,2020-10-17,cgm,bb,4,3.0
625,-3,2020-10-17,cgm,bb,4,3.0
626,-2,2020-10-17,cgm,bb,3,2.0
627,-1,2020-10-17,cgm,bb,1,2.0
628,-90,2020-10-17,cgm,bb,8,5.0
629,-60,2020-10-17,cgm,bb,8,5.0
630,-30,2020-10-17,cgm,bb,8,5.0
631,-20,2020-10-17,cgm,bb,8,5.0
632,-15,2020-10-17,cgm,bb,8,5.0
633,-10,2020-10-17,cgm,bb,8,5.0
634,-7,2020-10-17,cgm,bb,8,5.0
635,-6,2020-10-17,cgm,bb,8,5.0
636,-5,2020-10-17,cgm,bb,8,5.0
637,-3,2020-10-17,cgm,bb,8,5.0
638,-2,2020-10-17,cgm,bb,6,5.0
639,-1,2020-10-17,cgm,bb,5,3.0
640,-90,2020-10-17,cgm,bb,2,0.0
641,-60,2020-10-17,cgm,bb,2,0.0
642,-30,2020-10-17,cgm,bb,2,0.0
643,-20,2020-10-17,cgm,bb,2,0.0
644,-15,2020-10-17,cgm,bb,2,0.0
645,-10,2020-10-17,cgm,bb,2,0.0
646,-7,2020-10-17,cgm,bb,2,0.0
647,-6,2020-10-17,cgm,bb,2,0.0
648,-5,2020-10-17,cgm,bb,2,0.0
649,-3,2020-10-17,cgm,bb,2,0.0
650,-2,2020-10-17,cgm,bb,1,0.0
651,-1,2020-10-17,cgm,bb,1,0.0
652,-90,2020-10-17,cgm,bb,9,7.0
653,-60,2020-10-17,cgm,bb,9,7.0
654,-30,2020-10-17,cgm,bb,9,7.0
655,-20,2020-10-17,cgm,bb,9,7.0
656,-15,2020-10-17,cgm,bb,9,7.0
657,-10,2020-10-17,cgm,bb,8,7.0
658,-7,2020-10-17,cgm,bb,8,6.0
659,-6,2020-10-17,cgm,bb,8,6.0
660,-5,2020-10-17,cgm,bb,8,6.0
661,-3,2020-10-17,cgm,bb,8,6.0
662,-2,2020-10-17,cgm,bb,6,5.0
663,-1,2020-10-17,cgm,bb,5,4.0
664,-90,2020-10-17,cgm,bb,3,0.0
665,-60,2020-10-17,cgm,bb,3,0.0
666,-30,2020-10-17,cgm,bb,3,0.0
667,-20,2020-10-17,cgm,bb,2,0.0
668,-15,2020-10-17,cgm,bb,2,0.0
669,-10,2020-10-17,cgm,bb,2,0.0
670,-7,2020-10-17,cgm,bb,2,0.0
671,-6,2020-10-17,cgm,bb,2,0.0
672,-5,2020-10-17,cgm,bb,2,0.0
673,-3,2020-10-17,cgm,bb,2,0.0
674,-2,2020-10-17,cgm,bb,2,0.0
675,-1,2020-10-17,cgm,bb,1,0.0
676,-90,2020-10-18,cgm,bb,2,0.0
677,-60,2020-10-18,cgm,bb,2,0.0
678,-30,2020-10-18,cgm,bb,1,0.0
679,-20,2020-10-18,cgm,bb,1,0.0
680,-15,2020-10-18,cgm,bb,1,0.0
681,-10,2020-10-18,cgm,bb,0,0.0
682,-90,2020-10-18,cgm,bb,4,2.0
683,-60,2020-10-18,cgm,bb,4,2.0
684,-30,2020-10-18,cgm,bb,3,2.0
685,-20,2020-10-18,cgm,bb,3,1.0
686,-15,2020-10-18,cgm,bb,3,1.0
687,-10,2020-10-18,cgm,bb,2,1.0
688,-7,2020-10-18,cgm,bb,2,1.0
689,-6,2020-10-18,cgm,bb,2,1.0
690,-5,2020-10-18,cgm,bb,2,1.0
691,-3,2020-10-18,cgm,bb,2,0.0
692,-2,2020-10-18,cgm,bb,1,0.0
693,-1,2020-10-18,cgm,bb,1,0.0
694,-90,2020-10-18,cgm,bb,3,4.0
695,-60,2020-10-18,cgm,bb,3,4.0
696,-30,2020-10-18,cgm,bb,3,4.0
697,-20,2020-10-18,cgm,bb,3,2.0
698,-15,2020-10-18,cgm,bb,3,2.0
699,-10,2020-10-18,cgm,bb,3,1.0
700,-7,2020-10-18,cgm,bb,3,1.0
701,-6,2020-10-18,cgm,bb,3,1.0
702,-5,2020-10-18,cgm,bb,3,1.0
703,-3,2020-10-18,cgm,bb,2,1.0
704,-2,2020-10-18,cgm,bb,1,1.0
705,-1,2020-10-18,cgm,bb,1,0.0
706,-90,2020-10-18,cgm,bb,10,17.0
707,-60,2020-10-18,cgm,bb,10,17.0
708,-30,2020-10-18,cgm,bb,10,17.0
709,-20,2020-10-18,cgm,bb,10,17.0
710,-15,2020-10-18,cgm,bb,10,17.0
711,-10,2020-10-18,cgm,bb,9,17.0
712,-7,2020-10-18,cgm,bb,9,17.0
713,-6,2020-10-18,cgm,bb,9,17.0
714,-5,2020-10-18,cgm,bb,9,17.0
715,-3,2020-10-18,cgm,bb,8,17.0
716,-2,2020-10-18,cgm,bb,6,16.0
717,-1,2020-10-18,cgm,bb,5,12.0
718,-90,2020-10-18,cgm,bb,0,0.0
719,-60,2020-10-18,cgm,bb,0,0.0
720,-90,2020-10-18,cgm,bb,1,0.0
721,-60,2020-10-18,cgm,bb,1,0.0
722,-30,2020-10-18,cgm,bb,1,0.0
723,-20,2020-10-18,cgm,bb,1,0.0
724,-15,2020-10-18,cgm,bb,1,0.0
725,-10,2020-10-18,cgm,bb,1,0.0
726,-7,2020-10-18,cgm,bb,1,0.0
727,-6,2020-10-18,cgm,bb,1,0.0
728,-5,2020-10-18,cgm,bb,1,0.0
729,-3,2020-10-18,cgm,bb,1,0.0
730,-2,2020-10-18,cgm,bb,0,0.0
731,-90,2020-10-18,cgm,bb,0,3.0
732,-60,2020-10-18,cgm,bb,0,3.0
733,-30,2020-10-18,cgm,bb,0,3.0
734,-20,2020-10-18,cgm,bb,0,1.0
735,-15,2020-10-18,cgm,bb,0,0.0
736,-90,2020-10-18,cgm,bb,4,3.0
737,-60,2020-10-18,cgm,bb,4,3.0
738,-30,2020-10-18,cgm,bb,4,3.0
739,-20,2020-10-18,cgm,bb,4,3.0
740,-15,2020-10-18,cgm,bb,4,3.0
741,-10,2020-10-18,cgm,bb,4,3.0
742,-7,2020-10-18,cgm,bb,4,3.0
743,-6,2020-10-18,cgm,bb,4,3.0
744,-5,2020-10-18,cgm,bb,4,3.0
745,-3,2020-10-18,cgm,bb,2,3.0
746,-2,2020-10-18,cgm,bb,2,0.0
747,-1,2020-10-18,cgm,bb,1,0.0
748,-90,2020-10-19,cgm,bb,12,28.0
749,-60,2020-10-19,cgm,bb,12,28.0
750,-30,2020-10-19,cgm,bb,12,28.0
751,-20,2020-10-19,cgm,bb,11,27.0
752,-15,2020-10-19,cgm,bb,11,26.0
753,-10,2020-10-19,cgm,bb,10,24.0
754,-7,2020-10-19,cgm,bb,10,23.0
755,-6,2020-10-19,cgm,bb,9,21.0
756,-5,2020-10-19,cgm,bb,9,21.0
757,-3,2020-10-19,cgm,bb,7,20.0
758,-2,2020-10-19,cgm,bb,6,16.0
759,-1,2020-10-19,cgm,bb,5,16.0
760,-90,2020-10-19,cgm,bb,5,7.0
761,-60,2020-10-19,cgm,bb,4,7.0
762,-30,2020-10-19,cgm,bb,4,7.0
763,-20,2020-10-19,cgm,bb,4,6.0
764,-15,2020-10-19,cgm,bb,4,5.0
765,-10,2020-10-19,cgm,bb,4,5.0
766,-7,2020-10-19,cgm,bb,3,5.0
767,-6,2020-10-19,cgm,bb,3,5.0
768,-5,2020-10-19,cgm,bb,3,5.0
769,-3,2020-10-19,cgm,bb,2,5.0
770,-2,2020-10-19,cgm,bb,2,5.0
771,-1,2020-10-19,cgm,bb,1,4.0
772,-90,2020-10-19,cgm,bb,5,8.0
773,-60,2020-10-19,cgm,bb,4,8.0
774,-30,2020-10-19,cgm,bb,4,8.0
775,-20,2020-10-19,cgm,bb,4,8.0
776,-15,2020-10-19,cgm,bb,4,8.0
777,-10,2020-10-19,cgm,bb,4,8.0
778,-7,2020-10-19,cgm,bb,3,8.0
779,-6,2020-10-19,cgm,bb,3,8.0
780,-5,2020-10-19,cgm,bb,3,8.0
781,-3,2020-10-19,cgm,bb,2,7.0
782,-2,2020-10-19,cgm,bb,2,6.0
783,-1,2020-10-19,cgm,bb,1,5.0
784,-90,2020-10-19,cgm,bb,3,0.0
785,-60,2020-10-19,cgm,bb,3,0.0
786,-30,2020-10-19,cgm,bb,3,0.0
787,-20,2020-10-19,cgm,bb,3,0.0
788,-15,2020-10-19,cgm,bb,2,0.0
789,-10,2020-10-19,cgm,bb,2,0.0
790,-7,2020-10-19,cgm,bb,2,0.0
791,-6,2020-10-19,cgm,bb,2,0.0
792,-5,2020-10-19,cgm,bb,2,0.0
793,-3,2020-10-19,cgm,bb,1,0.0
794,-2,2020-10-19,cgm,bb,1,0.0
795,-1,2020-10-19,cgm,bb,1,0.0
796,-90,2020-10-19,cgm,bb,4,4.0
797,-60,2020-10-19,cgm,bb,3,4.0
798,-30,2020-10-19,cgm,bb,3,4.0
799,-20,2020-10-19,cgm,bb,3,4.0
800,-15,2020-10-19,cgm,bb,2,4.0
801,-10,2020-10-19,cgm,bb,2,4.0
802,-7,2020-10-19,cgm,bb,2,4.0
803,-6,2020-10-19,cgm,bb,2,4.0
804,-5,2020-10-19,cgm,bb,2,4.0
805,-3,2020-10-19,cgm,bb,1,4.0
806,-2,2020-10-19,cgm,bb,1,4.0
807,-1,2020-10-19,cgm,bb,1,3.0
808,-90,2020-10-19,cgm,bb,4,1.0
809,-60,2020-10-19,cgm,bb,4,1.0
810,-30,2020-10-19,cgm,bb,3,1.0
811,-20,2020-10-19,cgm,bb,3,1.0
812,-15,2020-10-19,cgm,bb,3,1.0
813,-10,2020-10-19,cgm,bb,3,1.0
814,-7,2020-10-19,cgm,bb,3,1.0
815,-6,2020-10-19,cgm,bb,3,1.0
816,-5,2020-10-19,cgm,bb,2,1.0
817,-3,2020-10-19,cgm,bb,2,1.0
818,-2,2020-10-19,cgm,bb,1,1.0
819,-1,2020-10-19,cgm,bb,1,1.0
820,-90,2020-10-19,cgm,bb,8,5.0
821,-60,2020-10-19,cgm,bb,8,5.0
822,-30,2020-10-19,cgm,bb,8,5.0
823,-20,2020-10-19,cgm,bb,7,5.0
824,-15,2020-10-19,cgm,bb,7,5.0
825,-10,2020-10-19,cgm,bb,6,5.0
826,-7,2020-10-19,cgm,bb,6,5.0
827,-6,2020-10-19,cgm,bb,5,5.0
828,-5,2020-10-19,cgm,bb,5,5.0
829,-3,2020-10-19,cgm,bb,3,4.0
830,-2,2020-10-19,cgm,bb,2,4.0
831,-1,2020-10-19,cgm,bb,1,4.0
832,-90,2020-10-20,cgm,bb,12,9.0
833,-60,2020-10-20,cgm,bb,12,9.0
834,-30,2020-10-20,cgm,bb,12,9.0
835,-20,2020-10-20,cgm,bb,11,9.0
836,-15,2020-10-20,cgm,bb,11,9.0
837,-10,2020-10-20,cgm,bb,10,7.0
838,-7,2020-10-20,cgm,bb,10,7.0
839,-6,2020-10-20,cgm,bb,9,6.0
840,-5,2020-10-20,cgm,bb,9,6.0
841,-3,2020-10-20,cgm,bb,7,5.0
842,-2,2020-10-20,cgm,bb,6,5.0
843,-1,2020-10-20,cgm,bb,5,4.0
844,-90,2020-10-20,cgm,bb,12,27.0
845,-60,2020-10-20,cgm,bb,12,27.0
846,-30,2020-10-20,cgm,bb,12,27.0
847,-20,2020-10-20,cgm,bb,11,27.0
848,-15,2020-10-20,cgm,bb,11,27.0
849,-10,2020-10-20,cgm,bb,10,27.0
850,-7,2020-10-20,cgm,bb,10,25.0
851,-6,2020-10-20,cgm,bb,9,25.0
852,-5,2020-10-20,cgm,bb,9,24.0
853,-3,2020-10-20,cgm,bb,7,15.0
854,-2,2020-10-20,cgm,bb,6,11.0
855,-1,2020-10-20,cgm,bb,5,10.0
856,-90,2020-10-20,cgm,bb,5,8.0
857,-60,2020-10-20,cgm,bb,5,8.0
858,-30,2020-10-20,cgm,bb,5,8.0
859,-20,2020-10-20,cgm,bb,5,8.0
860,-15,2020-10-20,cgm,bb,4,8.0
861,-10,2020-10-20,cgm,bb,4,8.0
862,-7,2020-10-20,cgm,bb,4,8.0
863,-6,2020-10-20,cgm,bb,4,8.0
864,-5,2020-10-20,cgm,bb,4,8.0
865,-3,2020-10-20,cgm,bb,2,8.0
866,-2,2020-10-20,cgm,bb,2,7.0
867,-1,2020-10-20,cgm,bb,1,7.0
868,-90,2020-10-20,cgm,bb,9,7.0
869,-60,2020-10-20,cgm,bb,9,7.0
870,-30,2020-10-20,cgm,bb,8,7.0
871,-20,2020-10-20,cgm,bb,8,7.0
872,-15,2020-10-20,cgm,bb,8,7.0
873,-10,2020-10-20,cgm,bb,8,7.0
874,-7,2020-10-20,cgm,bb,7,7.0
875,-6,2020-10-20,cgm,bb,7,7.0
876,-5,2020-10-20,cgm,bb,7,7.0
877,-3,2020-10-20,cgm,bb,7,7.0
878,-2,2020-10-20,cgm,bb,6,4.0
879,-1,2020-10-20,cgm,bb,5,3.0
880,-90,2020-10-20,cgm,bb,4,1.0
881,-60,2020-10-20,cgm,bb,4,1.0
882,-30,2020-10-20,cgm,bb,4,1.0
883,-20,2020-10-20,cgm,bb,3,1.0
884,-15,2020-10-20,cgm,bb,3,1.0
885,-10,2020-10-20,cgm,bb,3,1.0
886,-7,2020-10-20,cgm,bb,3,1.0
887,-6,2020-10-20,cgm,bb,2,1.0
888,-5,2020-10-20,cgm,bb,2,1.0
889,-3,2020-10-20,cgm,bb,2,0.0
890,-2,2020-10-20,cgm,bb,1,0.0
891,-1,2020-10-20,cgm,bb,1,0.0
892,-90,2020-10-20,cgm,bb,3,6.0
893,-60,2020-10-20,cgm,bb,3,6.0
894,-30,2020-10-20,cgm,bb,3,6.0
895,-20,2020-10-20,cgm,bb,3,5.0
896,-15,2020-10-20,cgm,bb,2,5.0
897,-10,2020-10-20,cgm,bb,2,5.0
898,-7,2020-10-20,cgm,bb,2,3.0
899,-6,2020-10-20,cgm,bb,2,3.0
900,-5,2020-10-20,cgm,bb,2,3.0
901,-3,2020-10-20,cgm,bb,1,1.0
902,-2,2020-10-20,cgm,bb,1,1.0
903,-1,2020-10-20,cgm,bb,1,1.0
904,-90,2020-10-20,cgm,bb,12,16.0
905,-60,2020-10-20,cgm,bb,12,16.0
906,-30,2020-10-20,cgm,bb,11,16.0
907,-20,2020-10-20,cgm,bb,11,16.0
908,-15,2020-10-20,cgm,bb,11,16.0
909,-10,2020-10-20,cgm,bb,10,15.0
910,-7,2020-10-20,cgm,bb,9,15.0
911,-6,2020-10-20,cgm,bb,9,15.0
912,-5,2020-10-20,cgm,bb,8,14.0
913,-3,2020-10-20,cgm,bb,7,11.0
914,-2,2020-10-20,cgm,bb,6,11.0
915,-1,2020-10-20,cgm,bb,5,6.0
916,-90,2020-10-20,cgm,bb,4,0.0
917,-60,2020-10-20,cgm,bb,4,0.0
918,-30,2020-10-20,cgm,bb,4,0.0
919,-20,2020-10-20,cgm,bb,4,0.0
920,-15,2020-10-20,cgm,bb,4,0.0
921,-10,2020-10-20,cgm,bb,4,0.0
922,-7,2020-10-20,cgm,bb,3,0.0
923,-6,2020-10-20,cgm,bb,3,0.0
924,-5,2020-10-20,cgm,bb,3,0.0
925,-3,2020-10-20,cgm,bb,2,0.0
926,-2,2020-10-20,cgm,bb,2,0.0
927,-1,2020-10-20,cgm,bb,1,0.0
928,-90,2020-10-21,cgm,bb,12,13.0
929,-60,2020-10-21,cgm,bb,12,13.0
930,-30,2020-10-21,cgm,bb,12,13.0
931,-20,2020-10-21,cgm,bb,11,13.0
932,-15,2020-10-21,cgm,bb,11,13.0
933,-10,2020-10-21,cgm,bb,10,12.0
934,-7,2020-10-21,cgm,bb,10,10.0
935,-6,2020-10-21,cgm,bb,9,10.0
936,-5,2020-10-21,cgm,bb,9,10.0
937,-3,2020-10-21,cgm,bb,7,8.0
938,-2,2020-10-21,cgm,bb,6,6.0
939,-1,2020-10-21,cgm,bb,5,5.0
940,-90,2020-10-21,cgm,bb,12,10.0
941,-60,2020-10-21,cgm,bb,12,10.0
942,-30,2020-10-21,cgm,bb,12,10.0
943,-20,2020-10-21,cgm,bb,11,10.0
944,-15,2020-10-21,cgm,bb,11,9.0
945,-10,2020-10-21,cgm,bb,10,8.0
946,-7,2020-10-21,cgm,bb,10,5.0
947,-6,2020-10-21,cgm,bb,9,5.0
948,-5,2020-10-21,cgm,bb,9,5.0
949,-3,2020-10-21,cgm,bb,7,4.0
950,-2,2020-10-21,cgm,bb,6,3.0
951,-1,2020-10-21,cgm,bb,5,3.0
952,-90,2020-10-21,cgm,bb,5,5.0
953,-60,2020-10-21,cgm,bb,5,5.0
954,-30,2020-10-21,cgm,bb,5,5.0
955,-20,2020-10-21,cgm,bb,4,5.0
956,-15,2020-10-21,cgm,bb,4,5.0
957,-10,2020-10-21,cgm,bb,4,5.0
958,-7,2020-10-21,cgm,bb,4,5.0
959,-6,2020-10-21,cgm,bb,4,5.0
960,-5,2020-10-21,cgm,bb,3,5.0
961,-3,2020-10-21,cgm,bb,2,4.0
962,-2,2020-10-21,cgm,bb,2,4.0
963,-1,2020-10-21,cgm,bb,1,2.0
964,-90,2020-10-21,cgm,bb,12,13.0
965,-60,2020-10-21,cgm,bb,11,13.0
966,-30,2020-10-21,cgm,bb,11,13.0
967,-20,2020-10-21,cgm,bb,11,13.0
968,-15,2020-10-21,cgm,bb,10,13.0
969,-10,2020-10-21,cgm,bb,10,13.0
970,-7,2020-10-21,cgm,bb,9,13.0
971,-6,2020-10-21,cgm,bb,9,13.0
972,-5,2020-10-21,cgm,bb,8,11.0
973,-3,2020-10-21,cgm,bb,7,8.0
974,-2,2020-10-21,cgm,bb,6,8.0
975,-1,2020-10-21,cgm,bb,5,7.0
976,-90,2020-10-21,cgm,bb,4,0.0
977,-60,2020-10-21,cgm,bb,4,0.0
978,-30,2020-10-21,cgm,bb,4,0.0
979,-20,2020-10-21,cgm,bb,4,0.0
980,-15,2020-10-21,cgm,bb,4,0.0
981,-10,2020-10-21,cgm,bb,3,0.0
982,-7,2020-10-21,cgm,bb,3,0.0
983,-6,2020-10-21,cgm,bb,3,0.0
984,-5,2020-10-21,cgm,bb,3,0.0
985,-3,2020-10-21,cgm,bb,2,0.0
986,-2,2020-10-21,cgm,bb,1,0.0
987,-1,2020-10-21,cgm,bb,1,0.0
988,-90,2020-10-21,cgm,bb,4,4.0
989,-60,2020-10-21,cgm,bb,4,4.0
990,-30,2020-10-21,cgm,bb,4,4.0
991,-20,2020-10-21,cgm,bb,3,4.0
992,-15,2020-10-21,cgm,bb,3,4.0
993,-10,2020-10-21,cgm,bb,3,4.0
994,-7,2020-10-21,cgm,bb,3,2.0
995,-6,2020-10-21,cgm,bb,3,2.0
996,-5,2020-10-21,cgm,bb,2,2.0
997,-3,2020-10-21,cgm,bb,2,2.0
998,-2,2020-10-21,cgm,bb,1,0.0
999,-1,2020-10-21,cgm,bb,1,0.0
1000,-90,2020-10-21,cgm,bb,5,3.0
1001,-60,2020-10-21,cgm,bb,5,3.0
1002,-30,2020-10-21,cgm,bb,5,3.0
1003,-20,2020-10-21,cgm,bb,4,3.0
1004,-15,2020-10-21,cgm,bb,4,3.0
1005,-10,2020-10-21,cgm,bb,4,3.0
1006,-7,2020-10-21,cgm,bb,4,3.0
1007,-6,2020-10-21,cgm,bb,4,1.0
1008,-5,2020-10-21,cgm,bb,3,1.0
1009,-3,2020-10-21,cgm,bb,3,1.0
1010,-2,2020-10-21,cgm,bb,2,1.0
1011,-1,2020-10-21,cgm,bb,1,1.0
1012,-90,2020-10-21,cgm,bb,3,0.0
1013,-60,2020-10-21,cgm,bb,3,0.0
1014,-30,2020-10-21,cgm,bb,3,0.0
1015,-20,2020-10-21,cgm,bb,3,0.0
1016,-15,2020-10-21,cgm,bb,3,0.0
1017,-10,2020-10-21,cgm,bb,3,0.0
1018,-7,2020-10-21,cgm,bb,3,0.0
1019,-6,2020-10-21,cgm,bb,3,0.0
1020,-5,2020-10-21,cgm,bb,3,0.0
1021,-3,2020-10-21,cgm,bb,2,0.0
1022,-2,2020-10-21,cgm,bb,2,0.0
1023,-1,2020-10-21,cgm,bb,1,0.0
1024,-90,2020-10-22,cgm,bb,12,7.0
1025,-60,2020-10-22,cgm,bb,12,7.0
1026,-30,2020-10-22,cgm,bb,12,7.0
1027,-20,2020-10-22,cgm,bb,12,7.0
1028,-15,2020-10-22,cgm,bb,11,6.0
1029,-10,2020-10-22,cgm,bb,11,6.0
1030,-7,2020-10-22,cgm,bb,10,6.0
1031,-6,2020-10-22,cgm,bb,9,6.0
1032,-5,2020-10-22,cgm,bb,9,6.0
1033,-3,2020-10-22,cgm,bb,8,6.0
1034,-2,2020-10-22,cgm,bb,7,6.0
1035,-1,2020-10-22,cgm,bb,5,5.0
1036,-90,2020-10-22,cgm,bb,12,19.0
1037,-60,2020-10-22,cgm,bb,12,19.0
1038,-30,2020-10-22,cgm,bb,12,19.0
1039,-20,2020-10-22,cgm,bb,12,19.0
1040,-15,2020-10-22,cgm,bb,11,19.0
1041,-10,2020-10-22,cgm,bb,11,17.0
1042,-7,2020-10-22,cgm,bb,10,16.0
1043,-6,2020-10-22,cgm,bb,9,15.0
1044,-5,2020-10-22,cgm,bb,9,15.0
1045,-3,2020-10-22,cgm,bb,8,14.0
1046,-2,2020-10-22,cgm,bb,7,14.0
1047,-1,2020-10-22,cgm,bb,5,5.0
1048,-90,2020-10-22,cgm,bb,5,3.0
1049,-60,2020-10-22,cgm,bb,5,3.0
1050,-30,2020-10-22,cgm,bb,5,3.0
1051,-20,2020-10-22,cgm,bb,4,3.0
1052,-15,2020-10-22,cgm,bb,4,3.0
1053,-10,2020-10-22,cgm,bb,4,3.0
1054,-7,2020-10-22,cgm,bb,4,3.0
1055,-6,2020-10-22,cgm,bb,3,3.0
1056,-5,2020-10-22,cgm,bb,3,3.0
1057,-3,2020-10-22,cgm,bb,2,3.0
1058,-2,2020-10-22,cgm,bb,2,3.0
1059,-1,2020-10-22,cgm,bb,1,3.0
1060,-90,2020-10-22,cgm,bb,12,7.0
1061,-60,2020-10-22,cgm,bb,12,7.0
1062,-30,2020-10-22,cgm,bb,12,7.0
1063,-20,2020-10-22,cgm,bb,11,7.0
1064,-15,2020-10-22,cgm,bb,11,7.0
1065,-10,2020-10-22,cgm,bb,10,6.0
1066,-7,2020-10-22,cgm,bb,9,6.0
1067,-6,2020-10-22,cgm,bb,9,6.0
1068,-5,2020-10-22,cgm,bb,8,6.0
1069,-3,2020-10-22,cgm,bb,7,6.0
1070,-2,2020-10-22,cgm,bb,6,5.0
1071,-1,2020-10-22,cgm,bb,5,5.0
1072,-90,2020-10-22,cgm,bb,2,1.0
1073,-60,2020-10-22,cgm,bb,2,1.0
1074,-30,2020-10-22,cgm,bb,2,1.0
1075,-20,2020-10-22,cgm,bb,1,1.0
1076,-15,2020-10-22,cgm,bb,1,0.0
1077,-10,2020-10-22,cgm,bb,1,0.0
1078,-7,2020-10-22,cgm,bb,1,0.0
1079,-6,2020-10-22,cgm,bb,1,0.0
1080,-5,2020-10-22,cgm,bb,1,0.0
1081,-3,2020-10-22,cgm,bb,0,0.0
1082,-2,2020-10-22,cgm,bb,0,0.0
1083,-1,2020-10-22,cgm,bb,0,0.0
1084,-90,2020-10-22,cgm,bb,2,0.0
1085,-60,2020-10-22,cgm,bb,2,0.0
1086,-30,2020-10-22,cgm,bb,2,0.0
1087,-20,2020-10-22,cgm,bb,1,0.0
1088,-15,2020-10-22,cgm,bb,1,0.0
1089,-10,2020-10-22,cgm,bb,1,0.0
1090,-7,2020-10-22,cgm,bb,1,0.0
1091,-6,2020-10-22,cgm,bb,1,0.0
1092,-5,2020-10-22,cgm,bb,1,0.0
1093,-3,2020-10-22,cgm,bb,0,0.0
1094,-2,2020-10-22,cgm,bb,0,0.0
1095,-90,2020-10-22,cgm,bb,5,7.0
1096,-60,2020-10-22,cgm,bb,5,7.0
1097,-30,2020-10-22,cgm,bb,5,6.0
1098,-20,2020-10-22,cgm,bb,4,6.0
1099,-15,2020-10-22,cgm,bb,4,6.0
1100,-10,2020-10-22,cgm,bb,4,6.0
1101,-7,2020-10-22,cgm,bb,4,6.0
1102,-6,2020-10-22,cgm,bb,4,5.0
1103,-5,2020-10-22,cgm,bb,3,5.0
1104,-3,2020-10-22,cgm,bb,3,4.0
1105,-2,2020-10-22,cgm,bb,2,4.0
1106,-1,2020-10-22,cgm,bb,1,2.0
1107,-90,2020-10-22,cgm,bb,4,0.0
1108,-60,2020-10-22,cgm,bb,4,0.0
